CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisits,Churn
9328,70,Male,KL,Platinum,26,994.37,Groceries,29/10/2023,Engineer,43,1
9329,56,Male,Penang,Bronze,92,7340.84,Groceries,2/11/2023,Engineer,32,1
9330,61,Female,KL,Platinum,22,582.24,Clothing,3/12/2023,Engineer,24,0
9331,48,Female,JB,Gold,76,2355.35,Books,13/3/2023,Teacher,30,1
9332,42,Male,Penang,Platinum,91,1302.06,Home Goods,29/4/2023,Artist,27,0
9333,29,Male,Penang,Bronze,70,2295.91,Clothing,9/10/2023,Teacher,46,1
9334,63,Male,Malacca,Platinum,69,6652.67,Home Goods,21/11/2023,Teacher,12,0
9335,35,Male,Ipoh,Silver,81,3759.88,Home Goods,31/12/2023,Student,20,0
9336,55,Female,Malacca,Platinum,95,8364.83,Home Goods,10/9/2023,Lawyer,45,0
9337,23,Female,Malacca,Platinum,80,1965.5,Clothing,24/8/2023,Lawyer,48,1
9338,73,Male,KL,Platinum,74,5951.77,Groceries,18/10/2023,Artist,42,0
9339,44,Male,Penang,Platinum,95,2437.7,Clothing,8/6/2023,Marketer,29,1
9340,43,Female,Malacca,Bronze,83,4683.39,Home Goods,18/6/2023,Lawyer,15,1
9341,31,Male,Penang,Gold,15,3946.58,Clothing,4/7/2023,Engineer,4,0
9342,38,Female,KL,Silver,20,5542.81,Home Goods,17/8/2023,Student,26,0
9343,79,Male,JB,Platinum,4,7755.98,Clothing,18/11/2023,Teacher,10,1
9344,22,Male,KL,Gold,22,8494.05,Groceries,18/11/2023,Student,45,1
9345,33,Male,KL,Bronze,2,8920.4,Groceries,17/12/2023,Teacher,0,0
9346,75,Female,Penang,Platinum,10,1971,Groceries,5/8/2023,Artist,33,1
9347,53,Male,Malacca,Platinum,61,485.17,Home Goods,14/8/2023,Chef,38,1
9348,76,Male,Ipoh,Silver,65,3110.63,Home Goods,7/10/2023,Student,29,0
9349,79,Male,KL,Platinum,64,5016.99,Books,17/6/2023,Doctor,9,1
9350,58,Male,Ipoh,Silver,26,7460.63,Electronics,28/8/2023,Chef,16,0
9351,20,Male,KL,Bronze,23,6560.88,Electronics,21/4/2023,Marketer,7,1
9352,25,Female,Ipoh,Bronze,6,2363.46,Electronics,21/12/2023,Teacher,15,1
9353,28,Male,Ipoh,Gold,27,5644.08,Groceries,29/1/2023,Teacher,17,1
9354,45,Female,KL,Gold,11,9158.31,Electronics,9/7/2023,Student,28,1
9355,31,Female,JB,Silver,88,2383.35,Home Goods,11/9/2023,Marketer,20,0
9356,30,Male,KL,Silver,19,4312.76,Electronics,5/4/2023,Chef,8,1
9357,53,Female,Malacca,Gold,50,8566.81,Clothing,13/7/2023,Artist,34,0
9358,29,Female,JB,Bronze,79,9776.32,Groceries,28/10/2023,Marketer,37,1
9359,18,Female,JB,Gold,89,1194.78,Electronics,5/7/2023,Chef,41,1
9360,54,Female,JB,Platinum,62,3859.7,Electronics,14/1/2023,Artist,35,0
9361,48,Male,KL,Gold,97,7486.34,Clothing,25/9/2023,Engineer,39,0
9362,24,Female,KL,Bronze,90,5799.04,Books,24/7/2023,Artist,24,0
9363,79,Male,Ipoh,Platinum,52,7987.89,Books,20/5/2023,Student,30,0
9364,49,Male,Penang,Gold,10,8858.87,Electronics,8/8/2023,Teacher,27,0
9365,78,Male,Ipoh,Bronze,55,4015.34,Groceries,14/5/2023,Chef,8,0
9366,66,Female,KL,Silver,49,3946.1,Clothing,1/6/2023,Lawyer,10,1
9367,60,Female,Ipoh,Bronze,43,1940.75,Groceries,10/7/2023,Marketer,39,1
9368,72,Female,KL,Gold,8,8431.16,Clothing,8/4/2023,Artist,19,0
9369,70,Male,Ipoh,Bronze,67,1276.23,Groceries,18/2/2023,Lawyer,13,1
9370,57,Male,Malacca,Silver,90,7759.59,Groceries,21/5/2023,Retired,19,1
9371,19,Male,Penang,Gold,17,5562.87,Home Goods,6/6/2023,Lawyer,34,1
9372,35,Female,JB,Gold,65,4007.2,Home Goods,10/1/2023,Doctor,4,1
9373,59,Male,KL,Gold,82,1695.99,Home Goods,17/11/2023,Chef,1,1
9374,52,Male,Ipoh,Gold,86,7230.71,Clothing,26/4/2023,Marketer,18,1
9375,19,Male,KL,Gold,59,6184.75,Groceries,23/3/2023,Retired,43,0
9376,56,Male,KL,Bronze,71,7894.49,Electronics,22/9/2023,Doctor,13,1
9377,34,Female,Ipoh,Platinum,59,7703.63,Books,24/6/2023,Marketer,32,1
9378,30,Female,Penang,Silver,15,4811.56,Books,25/1/2023,Teacher,8,1
9379,18,Male,Ipoh,Bronze,69,1008.97,Home Goods,30/7/2023,Teacher,18,0
9380,70,Female,Penang,Platinum,70,8675.98,Electronics,17/2/2023,Lawyer,44,0
9381,40,Female,JB,Gold,75,8954.16,Clothing,11/6/2023,Engineer,4,1
9382,50,Male,Penang,Bronze,45,7087.15,Groceries,15/3/2023,Chef,46,0
9383,34,Male,Malacca,Gold,35,3910.52,Groceries,5/11/2023,Marketer,36,1
9384,45,Male,Malacca,Platinum,24,460.07,Books,23/6/2023,Student,34,1
9385,71,Female,JB,Silver,46,1228.18,Home Goods,14/12/2023,Marketer,30,0
9386,52,Male,Malacca,Bronze,19,8811.86,Clothing,25/3/2023,Student,0,1
9387,42,Female,Malacca,Silver,9,6115.62,Books,2/3/2023,Student,38,0
9388,52,Male,KL,Platinum,49,322.09,Groceries,5/9/2023,Retired,24,1
9389,20,Male,KL,Bronze,13,8844.82,Clothing,30/6/2023,Lawyer,39,0
9390,48,Male,Ipoh,Gold,29,2717.36,Books,7/9/2023,Engineer,17,0
9391,48,Male,Penang,Gold,40,2141.56,Books,28/6/2023,Doctor,26,0
9392,23,Female,JB,Bronze,15,9205.72,Books,5/7/2023,Student,26,1
9393,77,Female,Penang,Platinum,24,2289.3,Home Goods,5/5/2023,Chef,34,1
9394,66,Male,Penang,Platinum,59,3040.33,Clothing,15/12/2023,Teacher,35,1
9395,42,Male,Malacca,Bronze,44,9702.76,Books,15/7/2023,Artist,22,0
9396,24,Male,Penang,Silver,60,678.52,Clothing,30/12/2023,Chef,47,1
9397,31,Female,Malacca,Silver,75,2221.62,Books,27/8/2023,Student,32,1
9398,35,Female,Penang,Gold,51,3404.96,Clothing,4/2/2023,Doctor,19,0
9399,55,Male,Penang,Platinum,56,1592.8,Books,10/7/2023,Retired,7,1
9400,36,Female,JB,Silver,97,4789.21,Home Goods,28/2/2023,Teacher,22,0
9401,37,Female,Ipoh,Silver,46,727.84,Home Goods,17/11/2023,Chef,30,0
9402,20,Female,JB,Gold,59,3757.9,Clothing,24/11/2023,Student,17,0
9403,74,Male,KL,Platinum,74,5906.25,Electronics,21/2/2023,Teacher,7,1
9404,41,Female,JB,Gold,69,980.04,Groceries,29/10/2023,Marketer,49,1
9405,35,Male,Malacca,Bronze,78,5887.31,Electronics,31/3/2023,Retired,15,0
9406,50,Female,KL,Platinum,20,8568.06,Home Goods,15/10/2023,Retired,12,1
9407,78,Male,Malacca,Platinum,88,7151.62,Electronics,27/12/2023,Student,18,1
9408,51,Male,Ipoh,Silver,92,2550.74,Electronics,24/7/2023,Marketer,29,1
9409,61,Male,Ipoh,Bronze,30,5781.27,Books,23/4/2023,Marketer,20,0
9410,69,Male,Ipoh,Silver,60,2686.27,Home Goods,8/12/2023,Student,27,1
9411,36,Female,JB,Platinum,95,9813.11,Home Goods,6/7/2023,Student,43,0
9412,60,Male,Ipoh,Gold,20,323.05,Clothing,16/12/2023,Teacher,41,0
9413,51,Female,JB,Gold,41,529.59,Groceries,8/3/2023,Teacher,39,0
9414,26,Male,JB,Gold,91,3426.7,Electronics,3/2/2023,Retired,4,1
9415,59,Male,Malacca,Silver,1,9298.01,Books,13/10/2023,Engineer,44,0
9416,30,Male,Penang,Platinum,57,3874.07,Electronics,16/12/2023,Teacher,8,0
9417,63,Male,Malacca,Platinum,67,3060.8,Groceries,28/11/2023,Student,47,1
9418,19,Male,KL,Platinum,66,4320.03,Electronics,22/7/2023,Retired,9,1
9419,47,Male,Ipoh,Gold,72,274.38,Groceries,30/8/2023,Doctor,23,1
9420,75,Female,Penang,Platinum,15,2394.65,Home Goods,19/1/2023,Doctor,18,1
9421,64,Male,Malacca,Gold,48,2340.53,Electronics,19/7/2023,Doctor,13,1
9422,79,Male,Ipoh,Bronze,1,5519.41,Books,23/10/2023,Retired,22,1
9423,30,Male,KL,Bronze,44,611.38,Groceries,16/6/2023,Student,21,1
9424,18,Female,JB,Silver,74,7602.79,Clothing,3/5/2023,Teacher,18,0
9425,78,Male,KL,Gold,98,6831.15,Groceries,28/1/2023,Student,32,1
9426,51,Female,JB,Silver,85,4054.98,Home Goods,8/7/2023,Doctor,0,0
9427,44,Female,Penang,Silver,86,7811.12,Groceries,30/7/2023,Engineer,1,0
9428,61,Male,Malacca,Bronze,82,154.37,Electronics,23/4/2023,Student,0,0
9429,57,Male,KL,Platinum,48,2657.86,Home Goods,13/7/2023,Artist,26,1
9430,74,Female,Penang,Bronze,6,6359.44,Clothing,7/8/2023,Engineer,27,0
9431,48,Female,Malacca,Bronze,18,4147.96,Clothing,1/5/2023,Doctor,34,1
9432,41,Male,Penang,Silver,32,8223.92,Home Goods,24/8/2023,Teacher,48,1
9433,58,Male,Penang,Gold,39,1919.76,Home Goods,16/1/2023,Engineer,9,1
9434,40,Female,Ipoh,Bronze,23,9995.55,Books,7/10/2023,Artist,4,1
9435,30,Male,Malacca,Bronze,26,7719.7,Groceries,10/3/2023,Doctor,16,0
9436,20,Male,KL,Bronze,75,7898.48,Books,17/11/2023,Marketer,32,0
9437,43,Male,Ipoh,Platinum,66,9824.94,Home Goods,10/12/2023,Doctor,14,0
9438,76,Male,Ipoh,Gold,79,7630.27,Electronics,1/2/2023,Doctor,4,1
9439,78,Male,Penang,Platinum,5,9606.28,Clothing,22/2/2023,Artist,17,1
9440,34,Female,JB,Silver,39,6974.84,Books,22/11/2023,Retired,48,0
9441,51,Female,Penang,Silver,77,4497.05,Electronics,4/10/2023,Doctor,46,1
9442,38,Female,Malacca,Gold,99,1468.28,Electronics,8/6/2023,Doctor,41,1
9443,69,Male,JB,Platinum,13,274.88,Books,15/1/2023,Teacher,45,0
9444,77,Female,JB,Silver,49,5831.49,Electronics,13/12/2023,Retired,32,1
9445,69,Male,Penang,Gold,17,2996.8,Clothing,2/12/2023,Chef,6,0
9446,32,Male,KL,Platinum,57,907.17,Electronics,4/12/2023,Retired,45,1
9447,23,Male,Malacca,Platinum,0,2470.63,Groceries,26/10/2023,Teacher,20,1
9448,49,Female,JB,Bronze,38,5110.61,Groceries,26/6/2023,Retired,20,1
9449,65,Male,Ipoh,Gold,75,3354.95,Electronics,28/6/2023,Retired,2,0
9450,34,Male,Penang,Platinum,28,4716.46,Home Goods,23/7/2023,Doctor,45,0
9451,18,Female,Malacca,Silver,54,7491.11,Groceries,10/1/2023,Student,9,1
9452,65,Male,Malacca,Bronze,30,7043,Home Goods,17/5/2023,Doctor,30,1
9453,76,Female,JB,Platinum,58,6667.34,Groceries,6/8/2023,Lawyer,0,0
9454,64,Male,KL,Bronze,64,1996.02,Clothing,17/2/2023,Artist,4,0
9455,40,Female,Malacca,Bronze,81,1112.65,Clothing,10/10/2023,Artist,19,0
9456,36,Female,Penang,Bronze,52,379.49,Groceries,4/12/2023,Artist,36,1
9457,53,Male,Ipoh,Platinum,36,3068.08,Groceries,6/11/2023,Chef,48,1
9458,46,Male,Ipoh,Platinum,56,4928.78,Electronics,19/8/2023,Engineer,24,0
9459,29,Male,Penang,Platinum,96,5723.67,Clothing,16/12/2023,Retired,4,0
9460,56,Female,Ipoh,Gold,98,8090.17,Groceries,30/3/2023,Chef,35,1
9461,27,Male,Penang,Silver,89,4564.73,Clothing,2/10/2023,Retired,8,1
9462,19,Female,KL,Platinum,2,4474.68,Home Goods,10/5/2023,Lawyer,17,1
9463,33,Male,KL,Silver,90,6094.34,Electronics,17/8/2023,Engineer,1,1
9464,53,Male,KL,Bronze,6,1295.13,Home Goods,16/3/2023,Lawyer,7,1
9465,38,Female,JB,Gold,27,902.14,Books,13/6/2023,Marketer,15,1
9466,44,Male,Ipoh,Platinum,9,6686.43,Groceries,31/8/2023,Engineer,18,0
9467,77,Male,KL,Silver,99,7546.16,Home Goods,30/4/2023,Retired,17,1
9468,62,Male,Penang,Gold,81,9519.09,Books,28/2/2023,Teacher,7,1
9469,30,Male,Ipoh,Gold,96,2480.63,Groceries,8/8/2023,Lawyer,37,0
9470,65,Male,Penang,Platinum,62,9769.92,Home Goods,29/1/2023,Doctor,18,0
9471,59,Male,Penang,Gold,87,8296.18,Electronics,5/2/2023,Teacher,6,1
9472,60,Male,Penang,Silver,37,3183.48,Books,5/9/2023,Retired,5,0
9473,33,Female,Ipoh,Gold,76,8308.03,Groceries,17/12/2023,Artist,13,0
9474,70,Female,Malacca,Platinum,17,3991.75,Home Goods,17/7/2023,Teacher,14,0
9475,77,Male,KL,Gold,53,1092.46,Groceries,22/6/2023,Doctor,23,0
9476,23,Male,Malacca,Silver,86,1304.64,Home Goods,14/5/2023,Teacher,33,0
9477,39,Male,Ipoh,Platinum,33,9077.73,Home Goods,9/9/2023,Lawyer,23,0
9478,46,Female,Ipoh,Gold,60,6657.65,Books,28/10/2023,Artist,8,0
9479,56,Female,JB,Gold,42,8800.12,Electronics,28/2/2023,Student,41,0
9480,25,Male,Ipoh,Bronze,44,2215.2,Books,2/7/2023,Artist,13,1
9481,37,Male,Penang,Platinum,90,4800.19,Books,29/3/2023,Marketer,39,0
9482,24,Female,Penang,Bronze,22,4052.79,Books,3/6/2023,Teacher,42,0
9483,30,Male,Ipoh,Platinum,36,2235.24,Groceries,23/1/2023,Doctor,16,1
9484,27,Female,Penang,Silver,6,1284.86,Electronics,7/12/2023,Student,11,0
9485,44,Male,Penang,Gold,29,4281.9,Home Goods,14/9/2023,Lawyer,11,0
9486,38,Male,Ipoh,Platinum,72,8235.67,Electronics,2/7/2023,Doctor,32,1
9487,56,Male,Malacca,Bronze,32,5851.95,Books,30/10/2023,Chef,10,1
9488,54,Male,KL,Gold,7,2124.67,Home Goods,28/8/2023,Marketer,11,0
9489,72,Female,JB,Gold,16,5905.49,Electronics,31/1/2023,Engineer,19,0
9490,49,Male,Ipoh,Gold,10,1844.38,Books,11/9/2023,Artist,13,1
9491,59,Male,Malacca,Silver,19,8534.57,Clothing,28/9/2023,Chef,47,0
9492,38,Male,JB,Bronze,36,8105.14,Books,26/12/2023,Teacher,27,1
9493,34,Male,KL,Silver,81,7940.68,Groceries,20/3/2023,Marketer,39,1
9494,50,Female,Malacca,Bronze,60,2037.7,Electronics,20/12/2023,Teacher,14,0
9495,45,Female,Penang,Silver,79,719.45,Clothing,9/1/2023,Marketer,23,1
9496,30,Male,Penang,Silver,38,838.18,Clothing,21/9/2023,Artist,39,0
9497,49,Male,Malacca,Platinum,60,6473.96,Groceries,22/10/2023,Engineer,19,1
9498,65,Male,KL,Platinum,24,2305.32,Groceries,20/6/2023,Chef,36,1
9499,69,Male,Ipoh,Bronze,24,8867.16,Clothing,23/12/2023,Engineer,38,1
9500,56,Female,Malacca,Platinum,44,5610.43,Clothing,16/3/2023,Retired,30,0
9501,54,Female,Ipoh,Gold,21,6551.83,Clothing,10/7/2023,Doctor,43,0
9502,67,Male,Ipoh,Platinum,29,4191.69,Home Goods,27/5/2023,Artist,42,0
9503,41,Female,Penang,Silver,41,9400.12,Electronics,29/12/2023,Artist,37,0
9504,36,Male,Malacca,Silver,98,2528.11,Groceries,31/10/2023,Marketer,4,0
9505,44,Male,KL,Platinum,20,5971.2,Home Goods,2/6/2023,Teacher,4,1
9506,69,Male,KL,Silver,49,3503.05,Electronics,22/10/2023,Engineer,15,1
9507,66,Male,Ipoh,Platinum,35,9398.51,Electronics,19/11/2023,Retired,20,1
9508,31,Male,Ipoh,Gold,27,4789.15,Electronics,1/11/2023,Artist,11,1
9509,71,Female,JB,Silver,96,7495.1,Clothing,6/5/2023,Lawyer,17,1
9510,48,Female,JB,Platinum,41,2959.97,Home Goods,14/3/2023,Chef,0,0
9511,73,Male,KL,Gold,66,9956.64,Groceries,17/10/2023,Student,48,1
9512,70,Female,Malacca,Silver,30,6392.99,Electronics,11/9/2023,Teacher,6,1
9513,33,Female,Penang,Bronze,16,1026.64,Books,11/2/2023,Retired,4,1
9514,20,Female,Malacca,Bronze,14,5529.44,Home Goods,16/3/2023,Teacher,6,0
9515,29,Female,Penang,Platinum,26,1707.13,Home Goods,14/4/2023,Doctor,30,1
9516,22,Male,Malacca,Platinum,92,7766.86,Clothing,23/5/2023,Teacher,0,1
9517,25,Male,Penang,Silver,92,3670.37,Groceries,4/3/2023,Engineer,19,0
9518,35,Male,Penang,Silver,12,361.22,Home Goods,10/11/2023,Retired,1,1
9519,37,Female,Malacca,Platinum,59,7382.23,Clothing,18/12/2023,Marketer,31,1
9520,18,Male,Ipoh,Platinum,41,677.35,Clothing,30/3/2023,Lawyer,6,1
9521,46,Female,Penang,Gold,14,3257.39,Books,22/4/2023,Engineer,21,1
9522,54,Male,KL,Platinum,23,1754.98,Books,9/4/2023,Student,32,1
9523,73,Female,Ipoh,Bronze,99,1366.62,Groceries,27/7/2023,Student,41,0
9524,57,Male,Malacca,Silver,36,5416.01,Electronics,24/4/2023,Artist,49,1
9525,64,Female,JB,Silver,79,8024.58,Clothing,1/10/2023,Artist,24,1
9526,76,Male,Penang,Silver,82,2512.56,Groceries,26/12/2023,Chef,34,1
9527,33,Female,JB,Gold,56,3287.05,Electronics,6/8/2023,Retired,21,0
9528,52,Female,JB,Platinum,32,2615.43,Electronics,22/4/2023,Artist,47,1
9529,24,Male,JB,Bronze,63,7892.39,Clothing,26/6/2023,Teacher,49,0
9530,63,Male,Ipoh,Gold,5,897.44,Clothing,17/4/2023,Student,31,0
9531,53,Male,KL,Bronze,60,7879.26,Electronics,17/4/2023,Teacher,48,0
9532,71,Male,Ipoh,Bronze,80,3531.03,Electronics,2/1/2023,Lawyer,35,1
9533,26,Male,KL,Platinum,81,9300.31,Electronics,1/6/2023,Doctor,46,0
9534,31,Male,JB,Platinum,35,9022.23,Clothing,29/5/2023,Lawyer,37,1
9535,33,Female,Penang,Bronze,38,2514.85,Groceries,4/1/2023,Teacher,14,0
9536,33,Male,KL,Platinum,59,2030.27,Home Goods,18/7/2023,Marketer,39,1
9537,68,Female,KL,Platinum,94,8316.7,Groceries,6/10/2023,Artist,38,1
9538,62,Female,Ipoh,Bronze,25,7600.93,Clothing,3/3/2023,Engineer,26,1
9539,79,Female,KL,Gold,43,4204.76,Electronics,24/5/2023,Doctor,22,1
9540,45,Male,Ipoh,Platinum,24,3115.11,Books,18/6/2023,Student,7,1
9541,37,Male,JB,Silver,88,3011.41,Groceries,11/4/2023,Artist,7,0
9542,18,Male,Ipoh,Bronze,26,280.94,Electronics,13/5/2023,Marketer,41,1
9543,28,Male,KL,Bronze,73,4467.2,Groceries,17/1/2023,Student,29,1
9544,28,Male,Malacca,Gold,90,6194.2,Books,24/3/2023,Student,19,0
9545,71,Male,Ipoh,Bronze,9,2538.85,Groceries,8/6/2023,Marketer,22,0
9546,64,Male,Ipoh,Platinum,62,8238.65,Clothing,26/7/2023,Retired,13,1
9547,50,Male,KL,Gold,47,3406.3,Electronics,14/3/2023,Lawyer,36,0
9548,22,Male,KL,Bronze,56,1034.25,Groceries,27/7/2023,Engineer,6,1
9549,21,Male,Penang,Silver,73,5236.34,Books,12/11/2023,Retired,20,0
9550,58,Male,Penang,Platinum,14,4015.71,Clothing,14/1/2023,Marketer,8,0
9551,27,Female,Malacca,Bronze,59,7026.39,Groceries,3/4/2023,Chef,25,1
9552,73,Male,Penang,Platinum,54,2959.28,Groceries,11/1/2023,Student,27,0
9553,18,Female,Ipoh,Silver,95,2517.83,Books,3/8/2023,Marketer,42,0
9554,53,Male,Malacca,Bronze,81,6851.99,Home Goods,14/10/2023,Doctor,45,0
9555,46,Male,Ipoh,Gold,70,3220.42,Groceries,16/11/2023,Lawyer,0,0
9556,48,Female,Penang,Bronze,34,6763.38,Home Goods,9/7/2023,Doctor,33,1
9557,75,Female,Ipoh,Platinum,61,9018.9,Clothing,19/4/2023,Lawyer,0,1
9558,35,Female,JB,Silver,38,8771.54,Clothing,10/8/2023,Artist,37,1
9559,23,Male,KL,Bronze,76,5325.85,Home Goods,10/1/2023,Student,7,0
9560,51,Female,Malacca,Platinum,72,8703.47,Electronics,9/1/2023,Marketer,48,0
9561,72,Female,KL,Platinum,13,4686.9,Electronics,10/11/2023,Retired,5,0
9562,61,Male,Malacca,Gold,95,7107.53,Groceries,22/3/2023,Doctor,48,0
9563,63,Male,Penang,Bronze,12,4523.81,Clothing,10/7/2023,Teacher,47,1
9564,23,Female,KL,Silver,69,4391.99,Groceries,13/3/2023,Student,14,1
9565,42,Male,KL,Gold,82,5146.26,Books,29/3/2023,Engineer,4,0
9566,65,Male,Malacca,Bronze,22,4969.79,Books,5/10/2023,Doctor,12,0
9567,39,Male,KL,Platinum,92,9299.91,Books,13/3/2023,Engineer,18,0
9568,31,Male,Penang,Gold,40,1127.96,Clothing,27/1/2023,Marketer,27,0
9569,41,Male,KL,Gold,1,2972.14,Clothing,25/3/2023,Marketer,3,0
9570,52,Male,Ipoh,Platinum,69,6756.73,Home Goods,17/5/2023,Lawyer,30,0
9571,47,Female,Penang,Platinum,42,4980.6,Clothing,15/10/2023,Doctor,16,1
9572,29,Male,Penang,Bronze,39,8960.18,Groceries,15/2/2023,Chef,2,0
9573,29,Female,Ipoh,Platinum,87,4177.17,Groceries,9/12/2023,Artist,17,1
9574,39,Male,Penang,Gold,34,5396.33,Electronics,8/5/2023,Chef,2,1
9575,45,Male,Penang,Silver,96,7149.52,Groceries,24/7/2023,Engineer,26,1
9576,76,Male,Ipoh,Silver,22,6063.17,Books,28/6/2023,Marketer,24,0
9577,63,Male,KL,Gold,71,3865.39,Home Goods,6/4/2023,Retired,48,1
9578,61,Female,Penang,Bronze,14,4743.87,Groceries,16/12/2023,Chef,13,1
9579,20,Male,KL,Gold,71,6341.99,Electronics,30/12/2023,Doctor,19,1
9580,59,Male,JB,Gold,36,8751.93,Electronics,12/11/2023,Artist,9,1
9581,25,Female,JB,Gold,45,3604.05,Home Goods,20/5/2023,Lawyer,15,0
9582,33,Male,KL,Silver,18,1774.02,Clothing,17/7/2023,Artist,24,0
9583,18,Female,Penang,Gold,86,2252.13,Clothing,8/1/2023,Marketer,45,1
9584,48,Male,JB,Silver,30,1840.4,Home Goods,22/11/2023,Engineer,24,0
9585,65,Female,Penang,Platinum,19,6608.72,Electronics,10/1/2023,Marketer,20,1
9586,77,Female,JB,Gold,64,3939.99,Books,23/9/2023,Marketer,20,1
9587,60,Male,Malacca,Gold,30,7288.28,Home Goods,19/11/2023,Lawyer,1,0
9588,56,Female,KL,Bronze,76,8100.74,Books,21/5/2023,Chef,25,0
9589,67,Female,Penang,Gold,39,1732.46,Groceries,14/5/2023,Lawyer,42,0
9590,30,Male,Malacca,Silver,39,7989.1,Books,28/8/2023,Artist,17,1
9591,34,Male,KL,Gold,89,3127.69,Books,1/11/2023,Retired,39,1
9592,47,Female,JB,Platinum,45,5867.19,Clothing,31/10/2023,Artist,38,0
9593,41,Female,Malacca,Gold,98,2267.11,Books,21/3/2023,Marketer,10,0
9594,25,Male,Malacca,Silver,21,4564.24,Electronics,29/7/2023,Doctor,19,0
9595,64,Female,KL,Platinum,1,7960.89,Clothing,16/6/2023,Engineer,48,1
9596,22,Male,Malacca,Silver,50,7075.23,Books,11/4/2023,Chef,6,1
9597,49,Male,KL,Gold,25,4066.44,Home Goods,8/11/2023,Lawyer,39,1
9598,50,Female,Malacca,Gold,96,7940.02,Home Goods,12/5/2023,Lawyer,6,1
9599,21,Female,Ipoh,Platinum,6,9278.83,Groceries,1/5/2023,Artist,48,1
9600,55,Male,Penang,Gold,18,5665.13,Home Goods,3/10/2023,Teacher,22,1
9601,32,Male,Malacca,Silver,91,6185.17,Groceries,12/7/2023,Lawyer,5,1
9602,20,Male,Penang,Bronze,48,1091.4,Home Goods,23/10/2023,Student,43,0
9603,34,Female,JB,Bronze,49,5980.29,Groceries,20/10/2023,Student,24,1
9604,49,Male,Penang,Gold,25,3067.87,Books,5/4/2023,Student,33,0
9605,69,Female,Penang,Silver,33,6477.6,Clothing,13/6/2023,Artist,22,0
9606,41,Male,Ipoh,Platinum,95,1779.76,Home Goods,11/5/2023,Artist,24,1
9607,43,Male,Malacca,Bronze,11,7242.22,Clothing,29/11/2023,Chef,43,1
9608,45,Male,Penang,Bronze,66,9172.18,Electronics,4/6/2023,Lawyer,2,1
9609,47,Male,JB,Gold,89,1232.08,Electronics,10/12/2023,Teacher,43,0
9610,41,Male,Ipoh,Bronze,12,909.22,Electronics,20/10/2023,Chef,34,0
9611,30,Female,Malacca,Bronze,30,3048.94,Groceries,12/2/2023,Lawyer,12,1
9612,55,Female,Penang,Bronze,78,9492.33,Clothing,28/11/2023,Marketer,17,1
9613,58,Male,KL,Bronze,20,9271.17,Groceries,4/6/2023,Retired,43,1
9614,57,Female,Penang,Silver,45,1997.67,Electronics,16/4/2023,Marketer,21,1
9615,68,Male,Ipoh,Bronze,90,6365.22,Groceries,25/3/2023,Marketer,40,0
9616,30,Male,Malacca,Silver,30,2773.07,Books,9/10/2023,Marketer,5,1
9617,75,Female,JB,Gold,91,2471.73,Home Goods,30/4/2023,Chef,42,0
9618,53,Male,Malacca,Silver,96,9157.76,Home Goods,15/12/2023,Chef,17,1
9619,18,Female,KL,Gold,37,2113.64,Books,23/3/2023,Retired,41,0
9620,48,Female,Malacca,Silver,44,5777.98,Clothing,30/1/2023,Engineer,19,0
9621,35,Female,JB,Bronze,54,3473.39,Home Goods,9/1/2023,Marketer,1,0
9622,68,Male,KL,Bronze,94,6822.45,Groceries,24/11/2023,Engineer,0,1
9623,73,Male,Penang,Silver,9,6548.34,Groceries,28/8/2023,Student,6,1
9624,46,Male,Ipoh,Platinum,88,2784.37,Books,26/6/2023,Lawyer,27,1
9625,66,Male,KL,Platinum,85,3210.3,Books,5/8/2023,Artist,19,0
9626,27,Male,KL,Gold,10,3264.38,Groceries,5/12/2023,Retired,7,1
9627,20,Female,Penang,Gold,95,3100.54,Books,8/9/2023,Teacher,26,1
9628,53,Male,JB,Gold,46,8157.05,Electronics,7/8/2023,Teacher,18,0
9629,28,Female,Penang,Platinum,97,4912.2,Home Goods,12/1/2023,Teacher,16,0
9630,46,Female,KL,Silver,2,3029.94,Books,3/7/2023,Chef,25,1
9631,59,Male,Ipoh,Silver,7,9871.32,Books,30/7/2023,Engineer,5,0
9632,20,Male,Penang,Bronze,89,8914.76,Clothing,24/12/2023,Lawyer,8,0
9633,26,Male,Ipoh,Bronze,7,449.8,Books,28/3/2023,Teacher,35,1
9634,62,Male,JB,Bronze,9,2156.63,Groceries,8/7/2023,Chef,37,1
9635,34,Male,Penang,Gold,31,7083.17,Electronics,21/12/2023,Retired,5,1
9636,44,Male,Penang,Platinum,47,9993.27,Home Goods,8/11/2023,Engineer,26,0
9637,36,Male,KL,Platinum,34,2695.91,Books,15/12/2023,Marketer,7,1
9638,54,Male,Malacca,Silver,72,9620.91,Electronics,30/8/2023,Teacher,45,0
9639,38,Male,JB,Bronze,55,2914.24,Books,20/3/2023,Artist,6,0
9640,77,Female,Ipoh,Platinum,62,2212.94,Books,18/10/2023,Artist,15,1
9641,60,Female,Malacca,Platinum,32,6446.33,Home Goods,5/7/2023,Marketer,4,0
9642,31,Male,KL,Platinum,44,8018.24,Home Goods,2/1/2023,Lawyer,33,0
9643,31,Male,Penang,Bronze,30,9133.49,Clothing,9/2/2023,Chef,44,0
